"排序","移动设备市场","使用量占比",
"1","iPhone 4S","21.72%",
"2","iPhone 5","17.88%",
"3","iPhone 5s","13.27%",
"4","iPhone 4","12.39%",
"5","iPad mini(WIFI)","6.13%",
"6","iPad 4(WIFI)","5.7%",
"7","iPad 2(WIFI)","4.47%",
"8","iPad Air(WIFI)","4.07%",
"9","iPhone 4(GSM)","3.45%",
"10","iPad 3(WIFI)","2.19%",
"11","iPad mini 2G(WIFI)","2.01%",
"12","iPhone 5c","1.58%",
"13","iPad 2(GSM)","1.17%",
"14","iPad 3(Global)","0.62%",
"15","iPad","0.58%",
"16","iPad mini(Global)","0.55%",
"17","iPad 4(Global)","0.54%",
"18","iPod Touch 4","0.45%",
"19","iPod Touch 5","0.44%",
"20","iPhone 3GS","0.29%",
"21","iPad Air(Cellular)","0.23%",
"22","iPad mini 2G(Cellular)","0.2%",
"23","iPad mini(GSM)","0.02%",
"24","iPod Touch 3","0.01%",
"25","iPad 4(GSM)","0.01%",
"26","iPad 3(CDMA)","0.01%",
"27","iPad 2(CDMA)","0.01%",
"28","iPhone 3G","0%",
"29","iPod Touch 2","0%",
"30","iPod Touch","0%",
"31","iPhone","0%",

"iPhone 4S移动设备2014.02.01~2014.04.30使用量占比"
时间,使用量占比
="2014.04.23","4.60%",
="2014.04.24","4.61%",
="2014.04.25","4.70%",
="2014.04.26","4.90%",
="2014.04.27","4.90%",
="2014.04.28","4.64%",
="2014.04.29","4.65%",
="2014.04.30","4.69%",

"iPhone 4(GSM)移动设备2014.02.01~2014.04.30使用量占比"
时间,使用量占比
="2014.02.01","3.38%",
="2014.02.02","3.39%",
="2014.02.03","3.39%",
="2014.02.04","3.42%",
="2014.02.05","3.42%",
="2014.02.06","3.38%",
="2014.02.07","3.44%",
="2014.02.08","3.47%",
="2014.02.09","3.42%",
="2014.02.10","3.52%",
="2014.02.11","3.56%",
="2014.02.12","3.56%",
="2014.02.13","3.51%",
="2014.02.14","3.49%",
="2014.02.15","3.42%",
="2014.02.16","3.44%",
="2014.02.17","3.54%",
="2014.02.18","3.56%",
="2014.02.19","3.55%",
="2014.02.20","3.51%",
="2014.02.21","3.50%",
="2014.02.22","3.39%",
="2014.02.23","3.38%",
="2014.02.24","3.51%",
="2014.02.25","3.50%",
="2014.02.26","3.49%",
="2014.02.27","3.50%",
="2014.02.28","3.49%",
="2014.03.01","3.39%",
="2014.03.02","3.40%",
="2014.03.03","3.59%",
="2014.03.04","3.60%",
="2014.03.05","3.57%",
="2014.03.06","3.55%",
="2014.03.07","3.55%",
="2014.03.08","3.42%",
="2014.03.09","3.41%",
="2014.03.10","3.54%",
="2014.03.11","3.54%",
="2014.03.12","3.52%",
="2014.03.13","3.53%",
="2014.03.14","3.53%",
="2014.03.15","3.43%",
="2014.03.16","3.39%",
="2014.03.17","3.55%",
="2014.03.18","3.58%",
="2014.03.19","3.61%",
="2014.03.20","3.59%",
="2014.03.21","3.52%",
="2014.03.22","3.41%",
="2014.03.23","3.38%",
="2014.03.24","3.51%",
="2014.03.25","3.51%",
="2014.03.26","3.52%",
="2014.03.27","3.53%",
="2014.03.28","3.51%",
="2014.03.29","3.37%",
="2014.03.30","3.35%",
="2014.03.31","3.53%",
="2014.04.01","3.54%",
="2014.04.02","3.53%",
="2014.04.03","3.53%",
="2014.04.04","3.48%",
="2014.04.05","3.40%",
="2014.04.06","3.37%",
="2014.04.07","3.33%",
="2014.04.08","3.43%",
="2014.04.09","3.48%",
="2014.04.10","3.46%",
="2014.04.11","3.45%",
="2014.04.12","3.35%",
="2014.04.13","3.32%",
="2014.04.14","3.45%",
="2014.04.15","3.47%",
="2014.04.16","3.47%",
="2014.04.17","3.43%",
="2014.04.18","3.39%",
="2014.04.19","3.33%",
="2014.04.20","3.29%",
="2014.04.21","3.43%",
="2014.04.22","3.43%",
="2014.04.23","3.39%",
="2014.04.24","3.39%",
="2014.04.25","3.38%",
="2014.04.26","3.29%",
="2014.04.27","3.27%",
="2014.04.28","3.36%",
="2014.04.29","3.37%",
="2014.04.30","3.31%",

"iPad 3(WIFI)移动设备2014.02.01~2014.04.30使用量占比"
时间,使用量占比
="2014.02.01","2.29%",
="2014.02.02","2.31%",
="2014.02.03","2.34%",
="2014.02.04","2.33%",
="2014.02.05","2.34%",
="2014.02.06","2.42%",
="2014.02.07","2.37%",
="2014.02.08","2.34%",
="2014.02.09","2.43%",
="2014.02.10","2.29%",
="2014.02.11","2.26%",
="2014.02.12","2.25%",
="2014.02.13","2.27%",
="2014.02.14","2.19%",
="2014.02.15","2.35%",
="2014.02.16","2.38%",
="2014.02.17","2.20%",
="2014.02.18","2.19%",
="2014.02.19","2.16%",
="2014.02.20","2.16%",
="2014.02.21","2.20%",
="2014.02.22","2.38%",
="2014.02.23","2.40%",
="2014.02.24","2.18%",
="2014.02.25","2.19%",
="2014.02.26","2.19%",
="2014.02.27","2.16%",
="2014.02.28","2.18%",
="2014.03.01","2.35%",
="2014.03.02","2.37%",
="2014.03.03","2.12%",
="2014.03.04","2.09%",
="2014.03.05","2.07%",
="2014.03.06","2.11%",
="2014.03.07","2.12%",
="2014.03.08","2.29%",
="2014.03.09","2.30%",
="2014.03.10","2.10%",
="2014.03.11","2.08%",
="2014.03.12","2.12%",
="2014.03.13","2.08%",
="2014.03.14","2.09%",
="2014.03.15","2.24%",
="2014.03.16","2.25%",
="2014.03.17","2.08%",
="2014.03.18","2.06%",
="2014.03.19","2.08%",
="2014.03.20","2.07%",
="2014.03.21","2.12%",
="2014.03.22","2.29%",
="2014.03.23","2.31%",
="2014.03.24","2.10%",
="2014.03.25","2.09%",
="2014.03.26","2.07%",
="2014.03.27","2.07%",
="2014.03.28","2.11%",
="2014.03.29","2.31%",
="2014.03.30","2.30%",
="2014.03.31","2.08%",
="2014.04.01","2.03%",
="2014.04.02","2.05%",
="2014.04.03","2.03%",
="2014.04.04","2.11%",
="2014.04.05","2.22%",
="2014.04.06","2.24%",
="2014.04.07","2.26%",
="2014.04.08","2.07%",
="2014.04.09","2.05%",
="2014.04.10","2.07%",
="2014.04.11","2.12%",
="2014.04.12","2.28%",
="2014.04.13","2.30%",
="2014.04.14","2.04%",
="2014.04.15","2.05%",
="2014.04.16","2.02%",
="2014.04.17","2.04%",
="2014.04.18","2.12%",
="2014.04.19","2.27%",
="2014.04.20","2.27%",
="2014.04.21","2.04%",
="2014.04.22","2.06%",
="2014.04.23","2.07%",
="2014.04.24","2.07%",
="2014.04.25","2.13%",
="2014.04.26","2.31%",
="2014.04.27","2.28%",
="2014.04.28","2.04%",
="2014.04.29","2.04%",
="2014.04.30","2.10%",

"iPad mini 2G(WIFI)移动设备2014.02.01~2014.04.30使用量占比"
时间,使用量占比
="2014.02.01","1.34%",
="2014.02.02","1.33%",
="2014.02.03","1.35%",
="2014.02.04","1.36%",
="2014.02.05","1.37%",
="2014.02.06","1.45%",
="2014.02.07","1.43%",
="2014.02.08","1.43%",
="2014.02.09","1.53%",
="2014.02.10","1.46%",
="2014.02.11","1.50%",
="2014.02.12","1.53%",
="2014.02.13","1.61%",
="2014.02.14","1.61%",
="2014.02.15","1.77%",
="2014.02.16","1.83%",
="2014.02.17","1.72%",
="2014.02.18","1.72%",
="2014.02.19","1.73%",
="2014.02.20","1.79%",
="2014.02.21","1.80%",
="2014.02.22","1.92%",
="2014.02.23","1.96%",
="2014.02.24","1.83%",
="2014.02.25","1.84%",
="2014.02.26","1.87%",
="2014.02.27","1.90%",
="2014.02.28","1.90%",
="2014.03.01","2.00%",
="2014.03.02","2.04%",
="2014.03.03","1.87%",
="2014.03.04","1.87%",
="2014.03.05","1.86%",
="2014.03.06","1.89%",
="2014.03.07","1.88%",
="2014.03.08","2.02%",
="2014.03.09","2.05%",
="2014.03.10","1.94%",
="2014.03.11","1.94%",
="2014.03.12","1.97%",
="2014.03.13","1.94%",
="2014.03.14","1.93%",
="2014.03.15","2.04%",
="2014.03.16","2.07%",
="2014.03.17","1.97%",
="2014.03.18","1.96%",
="2014.03.19","1.98%",
="2014.03.20","1.98%",
="2014.03.21","2.05%",
="2014.03.22","2.19%",
="2014.03.23","2.24%",
="2014.03.24","2.07%",
="2014.03.25","2.10%",
="2014.03.26","2.10%",
="2014.03.27","2.09%",
="2014.03.28","2.11%",
="2014.03.29","2.27%",
="2014.03.30","2.29%",
="2014.03.31","2.12%",
="2014.04.01","2.10%",
="2014.04.02","2.14%",
="2014.04.03","2.14%",
="2014.04.04","2.19%",
="2014.04.05","2.28%",
="2014.04.06","2.30%",
="2014.04.07","2.34%",
="2014.04.08","2.23%",
="2014.04.09","2.20%",
="2014.04.10","2.24%",
="2014.04.11","2.26%",
="2014.04.12","2.39%",
="2014.04.13","2.44%",
="2014.04.14","2.25%",
="2014.04.15","2.25%",
="2014.04.16","2.23%",
="2014.04.17","2.25%",
="2014.04.18","2.30%",
="2014.04.19","2.42%",
="2014.04.20","2.46%",
="2014.04.21","2.29%",
="2014.04.22","2.31%",
="2014.04.23","2.34%",
="2014.04.24","2.33%",
="2014.04.25","2.36%",
="2014.04.26","2.52%",
="2014.04.27","2.52%",
="2014.04.28","2.36%",
="2014.04.29","2.36%",
="2014.04.30","2.38%",

"iPhone 5c移动设备2014.02.01~2014.04.30使用量占比"
时间,使用量占比
="2014.02.01","1.48%",
="2014.02.02","1.49%",
="2014.02.03","1.48%",
="2014.02.04","1.46%",
="2014.02.05","1.49%",
="2014.02.06","1.48%",
="2014.02.07","1.49%",
="2014.02.08","1.50%",
="2014.02.09","1.49%",
="2014.02.10","1.53%",
="2014.02.11","1.51%",
="2014.02.12","1.53%",
="2014.02.13","1.52%",
="2014.02.14","1.54%",
="2014.02.15","1.53%",
="2014.02.16","1.52%",
="2014.02.17","1.55%",
="2014.02.18","1.54%",
="2014.02.19","1.55%",
="2014.02.20","1.57%",
="2014.02.21","1.57%",
="2014.02.22","1.54%",
="2014.02.23","1.53%",
="2014.02.24","1.57%",
="2014.02.25","1.56%",
="2014.02.26","1.57%",
="2014.02.27","1.57%",
="2014.02.28","1.58%",
="2014.03.01","1.55%",
="2014.03.02","1.55%",
="2014.03.03","1.59%",
="2014.03.04","1.58%",
="2014.03.05","1.61%",
="2014.03.06","1.61%",
="2014.03.07","1.60%",
="2014.03.08","1.57%",
="2014.03.09","1.57%",
="2014.03.10","1.60%",
="2014.03.11","1.61%",
="2014.03.12","1.60%",
="2014.03.13","1.62%",
="2014.03.14","1.62%",
="2014.03.15","1.60%",
="2014.03.16","1.59%",
="2014.03.17","1.59%",
="2014.03.18","1.58%",
="2014.03.19","1.58%",
="2014.03.20","1.58%",
="2014.03.21","1.59%",
="2014.03.22","1.55%",
="2014.03.23","1.54%",
="2014.03.24","1.58%",
="2014.03.25","1.57%",
="2014.03.26","1.59%",
="2014.03.27","1.59%",
="2014.03.28","1.60%",
="2014.03.29","1.56%",
="2014.03.30","1.55%",
="2014.03.31","1.60%",
="2014.04.01","1.62%",
="2014.04.02","1.61%",
="2014.04.03","1.61%",
="2014.04.04","1.59%",
="2014.04.05","1.58%",
="2014.04.06","1.58%",
="2014.04.07","1.57%",
="2014.04.08","1.61%",
="2014.04.09","1.61%",
="2014.04.10","1.62%",
="2014.04.11","1.62%",
="2014.04.12","1.59%",
="2014.04.13","1.58%",
="2014.04.14","1.63%",
="2014.04.15","1.63%",
="2014.04.16","1.64%",
="2014.04.17","1.64%",
="2014.04.18","1.62%",
="2014.04.19","1.59%",
="2014.04.20","1.59%",
="2014.04.21","1.65%",
="2014.04.22","1.63%",
="2014.04.23","1.64%",
="2014.04.24","1.64%",
="2014.04.25","1.63%",
="2014.04.26","1.59%",
="2014.04.27","1.61%",
="2014.04.28","1.67%",
="2014.04.29","1.66%",
="2014.04.30","1.64%",

"iPad 2(GSM)移动设备2014.02.01~2014.04.30使用量占比"
时间,使用量占比
="2014.02.01","1.26%",
="2014.02.02","1.27%",
="2014.02.03","1.28%",
="2014.02.04","1.27%",
="2014.02.05","1.27%",
="2014.02.06","1.31%",
="2014.02.07","1.29%",
="2014.02.08","1.28%",
="2014.02.09","1.31%",
="2014.02.10","1.25%",
="2014.02.11","1.23%",
="2014.02.12","1.22%",
="2014.02.13","1.24%",
="2014.02.14","1.20%",
="2014.02.15","1.27%",
="2014.02.16","1.27%",
="2014.02.17","1.17%",
="2014.02.18","1.16%",
="2014.02.19","1.15%",
="2014.02.20","1.14%",
="2014.02.21","1.18%",
="2014.02.22","1.28%",
="2014.02.23","1.29%",
="2014.02.24","1.15%",
="2014.02.25","1.16%",
="2014.02.26","1.16%",
="2014.02.27","1.14%",
="2014.02.28","1.17%",
="2014.03.01","1.27%",
="2014.03.02","1.28%",
="2014.03.03","1.12%",
="2014.03.04","1.11%",
="2014.03.05","1.10%",
="2014.03.06","1.11%",
="2014.03.07","1.14%",
="2014.03.08","1.24%",
="2014.03.09","1.24%",
="2014.03.10","1.11%",
="2014.03.11","1.10%",
="2014.03.12","1.12%",
="2014.03.13","1.10%",
="2014.03.14","1.12%",
="2014.03.15","1.21%",
="2014.03.16","1.22%",
="2014.03.17","1.10%",
="2014.03.18","1.09%",
="2014.03.19","1.09%",
="2014.03.20","1.09%",
="2014.03.21","1.13%",
="2014.03.22","1.24%",
="2014.03.23","1.24%",
="2014.03.24","1.11%",
="2014.03.25","1.11%",
="2014.03.26","1.10%",
="2014.03.27","1.10%",
="2014.03.28","1.13%",
="2014.03.29","1.24%",
="2014.03.30","1.24%",
="2014.03.31","1.10%",
="2014.04.01","1.07%",
="2014.04.02","1.08%",
="2014.04.03","1.08%",
="2014.04.04","1.14%",
="2014.04.05","1.20%",
="2014.04.06","1.21%",
="2014.04.07","1.21%",
="2014.04.08","1.09%",
="2014.04.09","1.09%",
="2014.04.10","1.09%",
="2014.04.11","1.13%",
="2014.04.12","1.23%",
="2014.04.13","1.23%",
="2014.04.14","1.08%",
="2014.04.15","1.08%",
="2014.04.16","1.07%",
="2014.04.17","1.08%",
="2014.04.18","1.14%",
="2014.04.19","1.22%",
="2014.04.20","1.22%",
="2014.04.21","1.08%",
="2014.04.22","1.09%",
="2014.04.23","1.10%",
="2014.04.24","1.10%",
="2014.04.25","1.14%",
="2014.04.26","1.24%",
="2014.04.27","1.22%",
="2014.04.28","1.08%",
="2014.04.29","1.09%",
="2014.04.30","1.14%",

"iPad 3(Global)移动设备2014.02.01~2014.04.30使用量占比"
时间,使用量占比
="2014.02.01","0.68%",
="2014.02.02","0.68%",
="2014.02.03","0.68%",
="2014.02.04","0.68%",
="2014.02.05","0.68%",
="2014.02.06","0.69%",
="2014.02.07","0.68%",
="2014.02.08","0.67%",
="2014.02.09","0.69%",
="2014.02.10","0.66%",
="2014.02.11","0.65%",
="2014.02.12","0.65%",
="2014.02.13","0.66%",
="2014.02.14","0.64%",
="2014.02.15","0.68%",
="2014.02.16","0.68%",
="2014.02.17","0.63%",
="2014.02.18","0.62%",
="2014.02.19","0.62%",
="2014.02.20","0.62%",
="2014.02.21","0.63%",
="2014.02.22","0.68%",
="2014.02.23","0.68%",
="2014.02.24","0.62%",
="2014.02.25","0.62%",
="2014.02.26","0.62%",
="2014.02.27","0.61%",
="2014.02.28","0.62%",
="2014.03.01","0.67%",
="2014.03.02","0.68%",
="2014.03.03","0.60%",
="2014.03.04","0.60%",
="2014.03.05","0.59%",
="2014.03.06","0.60%",
="2014.03.07","0.61%",
="2014.03.08","0.66%",
="2014.03.09","0.66%",
="2014.03.10","0.60%",
="2014.03.11","0.59%",
="2014.03.12","0.60%",
="2014.03.13","0.59%",
="2014.03.14","0.60%",
="2014.03.15","0.64%",
="2014.03.16","0.65%",
="2014.03.17","0.60%",
="2014.03.18","0.59%",
="2014.03.19","0.59%",
="2014.03.20","0.59%",
="2014.03.21","0.61%",
="2014.03.22","0.65%",
="2014.03.23","0.66%",
="2014.03.24","0.60%",
="2014.03.25","0.60%",
="2014.03.26","0.59%",
="2014.03.27","0.59%",
="2014.03.28","0.60%",
="2014.03.29","0.65%",
="2014.03.30","0.66%",
="2014.03.31","0.59%",
="2014.04.01","0.58%",
="2014.04.02","0.59%",
="2014.04.03","0.58%",
="2014.04.04","0.61%",
="2014.04.05","0.64%",
="2014.04.06","0.64%",
="2014.04.07","0.64%",
="2014.04.08","0.59%",
="2014.04.09","0.59%",
="2014.04.10","0.59%",
="2014.04.11","0.60%",
="2014.04.12","0.64%",
="2014.04.13","0.65%",
="2014.04.14","0.58%",
="2014.04.15","0.58%",
="2014.04.16","0.57%",
="2014.04.17","0.58%",
="2014.04.18","0.60%",
="2014.04.19","0.64%",
="2014.04.20","0.64%",
="2014.04.21","0.57%",
="2014.04.22","0.58%",
="2014.04.23","0.59%",
="2014.04.24","0.59%",
="2014.04.25","0.60%",
="2014.04.26","0.65%",
="2014.04.27","0.64%",
="2014.04.28","0.58%",
="2014.04.29","0.58%",
="2014.04.30","0.61%",

"iPad移动设备2014.02.01~2014.04.30使用量占比"
时间,使用量占比
="2014.02.01","0.63%",
="2014.02.02","0.64%",
="2014.02.03","0.65%",
="2014.02.04","0.65%",
="2014.02.05","0.65%",
="2014.02.06","0.68%",
="2014.02.07","0.66%",
="2014.02.08","0.66%",
="2014.02.09","0.68%",
="2014.02.10","0.63%",
="2014.02.11","0.62%",
="2014.02.12","0.61%",
="2014.02.13","0.62%",
="2014.02.14","0.60%",
="2014.02.15","0.64%",
="2014.02.16","0.64%",
="2014.02.17","0.58%",
="2014.02.18","0.57%",
="2014.02.19","0.57%",
="2014.02.20","0.56%",
="2014.02.21","0.58%",
="2014.02.22","0.64%",
="2014.02.23","0.65%",
="2014.02.24","0.57%",
="2014.02.25","0.57%",
="2014.02.26","0.57%",
="2014.02.27","0.56%",
="2014.02.28","0.58%",
="2014.03.01","0.64%",
="2014.03.02","0.64%",
="2014.03.03","0.55%",
="2014.03.04","0.54%",
="2014.03.05","0.54%",
="2014.03.06","0.55%",
="2014.03.07","0.56%",
="2014.03.08","0.62%",
="2014.03.09","0.62%",
="2014.03.10","0.55%",
="2014.03.11","0.54%",
="2014.03.12","0.55%",
="2014.03.13","0.54%",
="2014.03.14","0.54%",
="2014.03.15","0.60%",
="2014.03.16","0.60%",
="2014.03.17","0.54%",
="2014.03.18","0.53%",
="2014.03.19","0.54%",
="2014.03.20","0.54%",
="2014.03.21","0.55%",
="2014.03.22","0.61%",
="2014.03.23","0.60%",
="2014.03.24","0.54%",
="2014.03.25","0.54%",
="2014.03.26","0.54%",
="2014.03.27","0.53%",
="2014.03.28","0.55%",
="2014.03.29","0.61%",
="2014.03.30","0.60%",
="2014.03.31","0.54%",
="2014.04.01","0.52%",
="2014.04.02","0.53%",
="2014.04.03","0.52%",
="2014.04.04","0.54%",
="2014.04.05","0.58%",
="2014.04.06","0.59%",
="2014.04.07","0.59%",
="2014.04.08","0.53%",
="2014.04.09","0.53%",
="2014.04.10","0.53%",
="2014.04.11","0.55%",
="2014.04.12","0.61%",
="2014.04.13","0.61%",
="2014.04.14","0.52%",
="2014.04.15","0.53%",
="2014.04.16","0.52%",
="2014.04.17","0.53%",
="2014.04.18","0.55%",
="2014.04.19","0.60%",
="2014.04.20","0.60%",
="2014.04.21","0.52%",
="2014.04.22","0.53%",
="2014.04.23","0.54%",
="2014.04.24","0.53%",
="2014.04.25","0.55%",
="2014.04.26","0.61%",
="2014.04.27","0.60%",
="2014.04.28","0.52%",
="2014.04.29","0.52%",
="2014.04.30","0.54%",

"iPad mini(Global)移动设备2014.02.01~2014.04.30使用量占比"
时间,使用量占比
="2014.02.01","0.62%",
="2014.02.02","0.61%",
="2014.02.03","0.61%",
="2014.02.04","0.60%",
="2014.02.05","0.60%",
="2014.02.06","0.61%",
="2014.02.07","0.59%",
="2014.02.08","0.59%",
="2014.02.09","0.60%",
="2014.02.10","0.56%",
="2014.02.11","0.56%",
="2014.02.12","0.56%",
="2014.02.13","0.56%",
="2014.02.14","0.56%",
="2014.02.15","0.59%",
="2014.02.16","0.59%",
="2014.02.17","0.55%",
="2014.02.18","0.55%",
="2014.02.19","0.54%",
="2014.02.20","0.55%",
="2014.02.21","0.55%",
="2014.02.22","0.59%",
="2014.02.23","0.60%",
="2014.02.24","0.55%",
="2014.02.25","0.55%",
="2014.02.26","0.55%",
="2014.02.27","0.55%",
="2014.02.28","0.55%",
="2014.03.01","0.58%",
="2014.03.02","0.59%",
="2014.03.03","0.53%",
="2014.03.04","0.53%",
="2014.03.05","0.52%",
="2014.03.06","0.53%",
="2014.03.07","0.53%",
="2014.03.08","0.57%",
="2014.03.09","0.57%",
="2014.03.10","0.53%",
="2014.03.11","0.53%",
="2014.03.12","0.53%",
="2014.03.13","0.53%",
="2014.03.14","0.52%",
="2014.03.15","0.56%",
="2014.03.16","0.56%",
="2014.03.17","0.52%",
="2014.03.18","0.52%",
="2014.03.19","0.52%",
="2014.03.20","0.52%",
="2014.03.21","0.53%",
="2014.03.22","0.57%",
="2014.03.23","0.58%",
="2014.03.24","0.53%",
="2014.03.25","0.53%",
="2014.03.26","0.53%",
="2014.03.27","0.52%",
="2014.03.28","0.53%",
="2014.03.29","0.57%",
="2014.03.30","0.57%",
="2014.03.31","0.53%",
="2014.04.01","0.51%",
="2014.04.02","0.52%",
="2014.04.03","0.52%",
="2014.04.04","0.53%",
="2014.04.05","0.56%",
="2014.04.06","0.56%",
="2014.04.07","0.56%",
="2014.04.08","0.53%",
="2014.04.09","0.52%",
="2014.04.10","0.52%",
="2014.04.11","0.53%",
="2014.04.12","0.56%",
="2014.04.13","0.57%",
="2014.04.14","0.52%",
="2014.04.15","0.52%",
="2014.04.16","0.51%",
="2014.04.17","0.52%",
="2014.04.18","0.53%",
="2014.04.19","0.56%",
="2014.04.20","0.56%",
="2014.04.21","0.51%",
="2014.04.22","0.52%",
="2014.04.23","0.53%",
="2014.04.24","0.52%",
="2014.04.25","0.53%",
="2014.04.26","0.57%",
="2014.04.27","0.56%",
="2014.04.28","0.52%",
="2014.04.29","0.52%",
="2014.04.30","0.54%",

"iPad 4(Global)移动设备2014.02.01~2014.04.30使用量占比"
时间,使用量占比
="2014.02.01","0.59%",
="2014.02.02","0.59%",
="2014.02.03","0.59%",
="2014.02.04","0.59%",
="2014.02.05","0.58%",
="2014.02.06","0.59%",
="2014.02.07","0.58%",
="2014.02.08","0.58%",
="2014.02.09","0.59%",
="2014.02.10","0.57%",
="2014.02.11","0.56%",
="2014.02.12","0.56%",
="2014.02.13","0.56%",
="2014.02.14","0.55%",
="2014.02.15","0.58%",
="2014.02.16","0.57%",
="2014.02.17","0.55%",
="2014.02.18","0.54%",
="2014.02.19","0.54%",
="2014.02.20","0.53%",
="2014.02.21","0.54%",
="2014.02.22","0.58%",
="2014.02.23","0.58%",
="2014.02.24","0.54%",
="2014.02.25","0.54%",
="2014.02.26","0.54%",
="2014.02.27","0.52%",
="2014.02.28","0.53%",
="2014.03.01","0.56%",
="2014.03.02","0.57%",
="2014.03.03","0.52%",
="2014.03.04","0.52%",
="2014.03.05","0.52%",
="2014.03.06","0.53%",
="2014.03.07","0.53%",
="2014.03.08","0.56%",
="2014.03.09","0.56%",
="2014.03.10","0.52%",
="2014.03.11","0.52%",
="2014.03.12","0.53%",
="2014.03.13","0.52%",
="2014.03.14","0.53%",
="2014.03.15","0.55%",
="2014.03.16","0.55%",
="2014.03.17","0.52%",
="2014.03.18","0.52%",
="2014.03.19","0.52%",
="2014.03.20","0.52%",
="2014.03.21","0.53%",
="2014.03.22","0.56%",
="2014.03.23","0.56%",
="2014.03.24","0.52%",
="2014.03.25","0.52%",
="2014.03.26","0.52%",
="2014.03.27","0.52%",
="2014.03.28","0.53%",
="2014.03.29","0.56%",
="2014.03.30","0.56%",
="2014.03.31","0.52%",
="2014.04.01","0.51%",
="2014.04.02","0.51%",
="2014.04.03","0.51%",
="2014.04.04","0.53%",
="2014.04.05","0.55%",
="2014.04.06","0.55%",
="2014.04.07","0.54%",
="2014.04.08","0.52%",
="2014.04.09","0.52%",
="2014.04.10","0.52%",
="2014.04.11","0.52%",
="2014.04.12","0.55%",
="2014.04.13","0.55%",
="2014.04.14","0.51%",
="2014.04.15","0.52%",
="2014.04.16","0.51%",
="2014.04.17","0.51%",
="2014.04.18","0.53%",
="2014.04.19","0.54%",
="2014.04.20","0.55%",
="2014.04.21","0.50%",
="2014.04.22","0.51%",
="2014.04.23","0.52%",
="2014.04.24","0.52%",
="2014.04.25","0.53%",
="2014.04.26","0.55%",
="2014.04.27","0.55%",
="2014.04.28","0.51%",
="2014.04.29","0.51%",
="2014.04.30","0.53%",

"iPod Touch 4移动设备2014.02.01~2014.04.30使用量占比"
时间,使用量占比
="2014.02.01","0.59%",
="2014.02.02","0.59%",
="2014.02.03","0.59%",
="2014.02.04","0.58%",
="2014.02.05","0.58%",
="2014.02.06","0.59%",
="2014.02.07","0.59%",
="2014.02.08","0.58%",
="2014.02.09","0.57%",
="2014.02.10","0.56%",
="2014.02.11","0.55%",
="2014.02.12","0.54%",
="2014.02.13","0.54%",
="2014.02.14","0.54%",
="2014.02.15","0.54%",
="2014.02.16","0.51%",
="2014.02.17","0.47%",
="2014.02.18","0.47%",
="2014.02.19","0.46%",
="2014.02.20","0.47%",
="2014.02.21","0.47%",
="2014.02.22","0.51%",
="2014.02.23","0.51%",
="2014.02.24","0.46%",
="2014.02.25","0.45%",
="2014.02.26","0.45%",
="2014.02.27","0.45%",
="2014.02.28","0.46%",
="2014.03.01","0.49%",
="2014.03.02","0.49%",
="2014.03.03","0.43%",
="2014.03.04","0.43%",
="2014.03.05","0.43%",
="2014.03.06","0.43%",
="2014.03.07","0.44%",
="2014.03.08","0.47%",
="2014.03.09","0.48%",
="2014.03.10","0.43%",
="2014.03.11","0.42%",
="2014.03.12","0.42%",
="2014.03.13","0.42%",
="2014.03.14","0.43%",
="2014.03.15","0.47%",
="2014.03.16","0.47%",
="2014.03.17","0.43%",
="2014.03.18","0.42%",
="2014.03.19","0.42%",
="2014.03.20","0.43%",
="2014.03.21","0.44%",
="2014.03.22","0.47%",
="2014.03.23","0.47%",
="2014.03.24","0.42%",
="2014.03.25","0.42%",
="2014.03.26","0.43%",
="2014.03.27","0.42%",
="2014.03.28","0.43%",
="2014.03.29","0.46%",
="2014.03.30","0.46%",
="2014.03.31","0.41%",
="2014.04.01","0.40%",
="2014.04.02","0.40%",
="2014.04.03","0.40%",
="2014.04.04","0.43%",
="2014.04.05","0.45%",
="2014.04.06","0.45%",
="2014.04.07","0.44%",
="2014.04.08","0.40%",
="2014.04.09","0.40%",
="2014.04.10","0.40%",
="2014.04.11","0.41%",
="2014.04.12","0.44%",
="2014.04.13","0.44%",
="2014.04.14","0.40%",
="2014.04.15","0.40%",
="2014.04.16","0.39%",
="2014.04.17","0.40%",
="2014.04.18","0.41%",
="2014.04.19","0.43%",
="2014.04.20","0.44%",
="2014.04.21","0.39%",
="2014.04.22","0.39%",
="2014.04.23","0.39%",
="2014.04.24","0.39%",
="2014.04.25","0.39%",
="2014.04.26","0.42%",
="2014.04.27","0.42%",
="2014.04.28","0.38%",
="2014.04.29","0.38%",
="2014.04.30","0.40%",

"iPod Touch 5移动设备2014.02.01~2014.04.30使用量占比"
时间,使用量占比
="2014.02.01","0.51%",
="2014.02.02","0.50%",
="2014.02.03","0.49%",
="2014.02.04","0.49%",
="2014.02.05","0.48%",
="2014.02.06","0.48%",
="2014.02.07","0.49%",
="2014.02.08","0.47%",
="2014.02.09","0.47%",
="2014.02.10","0.46%",
="2014.02.11","0.45%",
="2014.02.12","0.45%",
="2014.02.13","0.45%",
="2014.02.14","0.46%",
="2014.02.15","0.45%",
="2014.02.16","0.42%",
="2014.02.17","0.39%",
="2014.02.18","0.38%",
="2014.02.19","0.38%",
="2014.02.20","0.39%",
="2014.02.21","0.40%",
